learn:jqzx.csv check Article217:免费 | 从一月份开始，600+编程与计算机科学在线课程等你来学 	 Result: 	0.1778821028934995 	552 	184
  	class: 流浪汉  	d: 6  	pt: 0  	diff: 
  	class: 逃亡者  	d: 1  	pt: 0  	diff: 
  	class: 逃犯  	d: 3  	pt: 0  	diff: 
  	class: 逃跑  	d: 23  	pt: 0  	diff: 
  	class: 二流子  	d: 4  	pt: 0  	diff: 
  	class: 窃贼  	d: 6  	pt: 0  	diff: 
  	class: 败兵  	d: 7  	pt: 0  	diff: 
  	class: 俘虏  	d: 13  	pt: 0  	diff: 
  	class: 见证人  	d: 6  	pt: 0  	diff: 
  	class: 舌头  	d: 3  	pt: 0  	diff: 
  	class: 囚禁  	d: 9  	pt: 0  	diff: 
  	class: 人质  	d: 3  	pt: 0  	diff: 
  	class: 抵押  	d: 3  	pt: 0  	diff: 
  	class: 违反者  	d: 3  	pt: 0  	diff: 
  	class: 不合格者  	d: 2  	pt: 0  	diff: 
  	class: 输家  	d: 3  	pt: 0  	diff: 
  	class: 旅客  	d: 4  	pt: 0  	diff: 
  	class: 僧徒  	d: 8  	pt: 0  	diff: 
  	class: 旅行  	d: 3  	pt: 0  	diff: 
  	class: 过路人  	d: 2  	pt: 0  	diff: 
  	class: 游人  	d: 11  	pt: 0  	diff: 
  	class: 乘客  	d: 2  	pt: 0  	diff: 
  	class: 参观者  	d: 2  	pt: 0  	diff: 
  	class: 亲戚  	d: 5  	pt: 0  	diff: 
  	class: 眷属  	d: 12  	pt: 0  	diff: 
  	class: 家族  	d: 2  	pt: 0  	diff: 
  	class: 姓  	d: 4  	pt: 0  	diff: 
  	class: 诸亲好友  	d: 6  	pt: 0  	diff: 
  	class: 外戚  	d: 2  	pt: 0  	diff: 
  	class: 血亲  	d: 1  	pt: 0  	diff: 
  	class: 姻亲  	d: 5  	pt: 0  	diff: 
  	class: 深情  	d: 11  	pt: 0  	diff: 
  	class: 夫妻  	d: 8  	pt: 0  	diff: 
  	class: 女眷  	d: 2  	pt: 0  	diff: 
  	class: 侨眷  	d: 2  	pt: 0  	diff: 
  	class: 父辈  	d: 10  	pt: 0  	diff: 
  	class: 叔祖  	d: 2  	pt: 0  	diff: 
  	class: 叔祖母  	d: 2  	pt: 0  	diff: 
  	class: 继父  	d: 2  	pt: 0  	diff: 
  	class: 养父  	d: 3  	pt: 0  	diff: 
  	class: 先父  	d: 1  	pt: 0  	diff: 
  	class: 祖宗  	d: 8  	pt: 0  	diff: 
  	class: 总  	d: 3  	pt: 0  	diff: 
  	class: 鸨母  	d: 5  	pt: 0  	diff: 
  	class: 庶母  	d: 1  	pt: 0  	diff: 
  	class: 继母  	d: 5  	pt: 0  	diff: 
  	class: 养母  	d: 4  	pt: 0  	diff: 
  	class: 内外  	d: 4  	pt: 0  	diff: 
  	class: 保护者  	d: 3  	pt: 0  	diff: 
  	class: 父子  	d: 2  	pt: 0  	diff: 
  	class: 伯父  	d: 1  	pt: 0  	diff: 
  	class: 伯母  	d: 2  	pt: 0  	diff: 
  	class: 大妈  	d: 3  	pt: 0  	diff: 
  	class: 叔父  	d: 3  	pt: 0  	diff: 
  	class: 第三  	d: 5  	pt: 0  	diff: 
  	class: 叔母  	d: 5  	pt: 0  	diff: 
  	class: 弟妇  	d: 5  	pt: 0  	diff: 
  	class: 姑父  	d: 3  	pt: 0  	diff: 
  	class: 姑母  	d: 4  	pt: 0  	diff: 
  	class: 姑且  	d: 9  	pt: 0  	diff: 
  	class: 姨父  	d: 3  	pt: 0  	diff: 
  	class: 舅父  	d: 6  	pt: 0  	diff: 
  	class: 姻  	d: 3  	pt: 0  	diff: 
  	class: 妻舅  	d: 3  	pt: 0  	diff: 
  	class: 舅母  	d: 4  	pt: 0  	diff: 
  	class: 公婆  	d: 1  	pt: 0  	diff: 
  	class: 姑表  	d: 2  	pt: 0  	diff: 
  	class: 高山  	d: 5  	pt: 0  	diff: 
  	class: 岳母  	d: 3  	pt: 0  	diff: 
  	class: 情人  	d: 10  	pt: 0.0  	diff: 
  	class: 女婿  	d: 8  	pt: 0  	diff: 
  	class: 住持  	d: 3  	pt: 0  	diff: 
  	class: 嫁  	d: 9  	pt: 0  	diff: 
  	class: 内人  	d: 3  	pt: 0  	diff: 
  	class: 嫂夫人  	d: 2  	pt: 0  	diff: 
  	class: 发妻  	d: 6  	pt: 0  	diff: 
  	class: 正房  	d: 3  	pt: 0  	diff: 
  	class: 糟糠  	d: 1  	pt: 0  	diff: 
  	class: 填房  	d: 4  	pt: 0  	diff: 
  	class: 续弦  	d: 2  	pt: 0  	diff: 
  	class: 鸳鸯  	d: 5  	pt: 0  	diff: 
  	class: 配偶  	d: 2  	pt: 0  	diff: 
  	class: 偶然  	d: 10  	pt: 0  	diff: 
  	class: 家兄  	d: 2  	pt: 0  	diff: 
  	class: 弟  	d: 4  	pt: 0  	diff: 
  	class: 堂哥哥  	d: 2  	pt: 0  	diff: 
  	class: 师哥  	d: 2  	pt: 0  	diff: 
  	class: 令郎  	d: 4  	pt: 0  	diff: 
  	class: 雁行  	d: 2  	pt: 0  	diff: 
  	class: 同胞  	d: 2  	pt: 0  	diff: 
  	class: 表兄弟  	d: 2  	pt: 0  	diff: 
  	class: 姐  	d: 5  	pt: 0  	diff: 
  	class: 妹  	d: 6  	pt: 0  	diff: 
  	class: 姐妹  	d: 3  	pt: 0  	diff: 
  	class: 连襟  	d: 3  	pt: 0  	diff: 
  	class: 姐夫  	d: 2  	pt: 0  	diff: 
  	class: 妹夫  	d: 2  	pt: 0  	diff: 
  	class: 内兄  	d: 2  	pt: 0  	diff: 
  	class: 内弟  	d: 3  	pt: 0  	diff: 
  	class: 大姑  	d: 2  	pt: 0  	diff: 
  	class: 小姑  	d: 2  	pt: 0  	diff: 
  	class: 大姨  	d: 2  	pt: 0  	diff: 
  	class: 雄  	d: 2  	pt: 0  	diff: 
  	class: 男  	d: 3  	pt: 0  	diff: 
  	class: 子孙  	d: 14  	pt: 0  	diff: 
  	class: 养子  	d: 4  	pt: 0  	diff: 
  	class: 继子  	d: 1  	pt: 0  	diff: 
  	class: 过继  	d: 2  	pt: 0  	diff: 
  	class: 小儿  	d: 1  	pt: 0  	diff: 
  	class: 养女  	d: 2  	pt: 0  	diff: 
  	class: 良心  	d: 3  	pt: 0  	diff: 
  	class: 独子  	d: 6  	pt: 0  	diff: 
  	class: 双胞胎  	d: 2  	pt: 0  	diff: 
  	class: 平坦  	d: 9  	pt: 0  	diff: 
  	class: 甥  	d: 2  	pt: 0  	diff: 
  	class: 佳婿  	d: 2  	pt: 0  	diff: 
  	class: 赘婿  	d: 1  	pt: 0  	diff: 
  	class: 入赘  	d: 7  	pt: 0  	diff: 
  	class: 姑老爷  	d: 2  	pt: 0  	diff: 
  	class: 侄  	d: 5  	pt: 0  	diff: 
  	class: 侄女  	d: 3  	pt: 0  	diff: 
  	class: 甥女  	d: 2  	pt: 0  	diff: 
  	class: 孙  	d: 3  	pt: 0  	diff: 
  	class: 曾孙  	d: 3  	pt: 0  	diff: 
  	class: 曾孙女  	d: 2  	pt: 0  	diff: 
  	class: 外孙  	d: 2  	pt: 0  	diff: 
  	class: 鼻祖  	d: 4  	pt: 0  	diff: 
  	class: 创始人  	d: 7  	pt: 0  	diff: 
  	class: 开山  	d: 2  	pt: 0  	diff: 
  	class: 佛  	d: 4  	pt: 0  	diff: 
  	class: 前人  	d: 6  	pt: 0  	diff: 
  	class: 先锋  	d: 4  	pt: 0  	diff: 
  	class: 上辈  	d: 4  	pt: 0  	diff: 
  	class: 引进者  	d: 2  	pt: 0  	diff: 
  	class: 今人  	d: 3  	pt: 0  	diff: 
  	class: 自己人  	d: 5  	pt: 0  	diff: 
  	class: 一代人  	d: 2  	pt: 0  	diff: 
  	class: 后人  	d: 12  	pt: 0  	diff: 
  	class: 古人  	d: 5  	pt: 0  	diff: 
  	class: 上级  	d: 5  	pt: 0  	diff: 
  	class: 侪  	d: 2  	pt: 0  	diff: 
  	class: 下辈  	d: 5  	pt: 0  	diff: 
  	class: 继  	d: 3  	pt: 0  	diff: 
  	class: 落后  	d: 1  	pt: 0  	diff: 
  	class: 受益者  	d: 2  	pt: 0  	diff: 
  	class: 朋友  	d: 6  	pt: 0  	diff: 
  	class: 结交  	d: 7  	pt: 0  	diff: 
  	class: 好友  	d: 10  	pt: 0  	diff: 
  	class: 相识  	d: 3  	pt: 0  	diff: 
  	class: 深交  	d: 6  	pt: 0  	diff: 
  	class: 老交情  	d: 3  	pt: 0  	diff: 
  	class: 旧交  	d: 7  	pt: 0  	diff: 
  	class: 本来  	d: 12  	pt: 0  	diff: 
  	class: 新交  	d: 3  	pt: 0  	diff: 
  	class: 难友  	d: 2  	pt: 0  	diff: 
  	class: 益友  	d: 5  	pt: 0  	diff: 
  	class: 世交  	d: 2  	pt: 0  	diff: 
  	class: 教友  	d: 1  	pt: 0  	diff: 
  	class: 恩人  	d: 4  	pt: 0  	diff: 
  	class: 仇人  	d: 7  	pt: 0  	diff: 
  	class: 相投  	d: 20  	pt: 0  	diff: 
  	class: 冤仇  	d: 4  	pt: 0  	diff: 
  	class: 死敌  	d: 4  	pt: 0  	diff: 
  	class: 外敌  	d: 2  	pt: 0  	diff: 
  	class: 残敌  	d: 2  	pt: 0  	diff: 
  	class: 夙仇  	d: 4  	pt: 0  	diff: 
  	class: 对手  	d: 5  	pt: 0  	diff: 
  	class: 匹敌  	d: 21  	pt: 0  	diff: 
  	class: 信任  	d: 9  	pt: 0  	diff: 
  	class: 丹心  	d: 15  	pt: 0  	diff: 
  	class: 邻居  	d: 12  	pt: 0  	diff: 
  	class: 一伙  	d: 3  	pt: 0  	diff: 
  	class: 同伴  	d: 9  	pt: 0  	diff: 
  	class: 一路货  	d: 4  	pt: 0  	diff: 
  	class: 合作  	d: 7  	pt: 0  	diff: 
  	class: 一行  	d: 5  	pt: 0  	diff: 
  	class: 同道  	d: 3  	pt: 0  	diff: 
  	class: 合作者  	d: 3  	pt: 0  	diff: 
  	class: 把兄弟  	d: 5  	pt: 0  	diff: 
  	class: 同班  	d: 2  	pt: 0  	diff: 
  	class: 学长  	d: 2  	pt: 0  	diff: 
  	class: 共事  	d: 2  	pt: 0  	diff: 
  	class: 同事  	d: 2  	pt: 0  	diff: 
  	class: 同僚  	d: 2  	pt: 0  	diff: 
  	class: 物主  	d: 7  	pt: 0  	diff: 
  	class: 东  	d: 6  	pt: 0  	diff: 
  	class: 主妇  	d: 4  	pt: 0  	diff: 
  	class: 寄主  	d: 2  	pt: 0  	diff: 
  	class: 客人  	d: 4  	pt: 0  	diff: 
  	class: 贵宾  	d: 6  	pt: 0  	diff: 
  	class: 男宾  	d: 2  	pt: 0  	diff: 
  	class: 宾主  	d: 2  	pt: 0  	diff: 
  	class: 接受方  	d: 2  	pt: 0  	diff: 
  	class: 顾客  	d: 6  	pt: 0  	diff: 
  	class: 购买者  	d: 5  	pt: 0  	diff: 
  	class: 消费群  	d: 3  	pt: 0  	diff: 
  	class: 军队  	d: 17  	pt: 0  	diff: 
  	class: 人马  	d: 1  	pt: 0  	diff: 
  	class: 党徒  	d: 2  	pt: 0  	diff: 
  	class: 私党  	d: 2  	pt: 0  	diff: 
  	class: 方面  	d: 4  	pt: 0  	diff: 
  	class: 上  	d: 4  	pt: 0  	diff: 
  	class: 下  	d: 15  	pt: 0  	diff: 
  	class: 内情  	d: 10  	pt: 0  	diff: 
  	class: 平级  	d: 2  	pt: 0  	diff: 
  	class: 助手  	d: 11  	pt: 0  	diff: 
  	class: 入手  	d: 4  	pt: 0  	diff: 
  	class: 帮助  	d: 37  	pt: 0  	diff: 
  	class: 上臂  	d: 4  	pt: 0  	diff: 
  	class: 臂  	d: 10  	pt: 0  	diff: 
  	class: 聪明人  	d: 5  	pt: 0  	diff: 
  	class: 靠山  	d: 4  	pt: 0.0  	diff: 
  	class: 腰  	d: 7  	pt: 0  	diff: 
  	class: 柱  	d: 5  	pt: 0  	diff: 
  	class: 师母  	d: 2  	pt: 0  	diff: 
  	class: 屋主  	d: 5  	pt: 0  	diff: 
  	class: 收信人  	d: 2  	pt: 0  	diff: 
  	class: 寄卡人  	d: 3  	pt: 0  	diff: 
  	class: 主持人  	d: 4  	pt: 0  	diff: 
  	class: 司仪  	d: 3  	pt: 0  	diff: 
  	class: 与会者  	d: 2  	pt: 0  	diff: 
  	class: 演讲者  	d: 3  	pt: 0  	diff: 
  	class: 专人  	d: 4  	pt: 0  	diff: 
  	class: 特派员  	d: 2  	pt: 0  	diff: 
  	class: 钦差大臣  	d: 2  	pt: 0  	diff: 
  	class: 意味  	d: 9  	pt: 0  	diff: 
  	class: 代办  	d: 6  	pt: 0  	diff: 
  	class: 代表  	d: 3  	pt: 0  	diff: 
  	class: 代言人  	d: 3  	pt: 0  	diff: 
  	class: 保证人  	d: 10  	pt: 0  	diff: 
  	class: 管保  	d: 16  	pt: 0  	diff: 
  	class: 中间人  	d: 1  	pt: 0  	diff: 
  	class: 调解人  	d: 4  	pt: 0  	diff: 
  	class: 仲裁人  	d: 6  	pt: 0  	diff: 
  	class: 证婚  	d: 2  	pt: 0  	diff: 
  	class: 被告人  	d: 3  	pt: 0  	diff: 
  	class: 举报者  	d: 3  	pt: 0  	diff: 
  	class: 媒人  	d: 9  	pt: 0  	diff: 
  	class: 介绍人  	d: 1  	pt: 0  	diff: 
  	class: 男傧相  	d: 2  	pt: 0  	diff: 
  	class: 伴娘  	d: 2  	pt: 0  	diff: 
  	class: 中介  	d: 2  	pt: 0  	diff: 
  	class: 新郎  	d: 2  	pt: 0  	diff: 
  	class: 新娘  	d: 6  	pt: 0  	diff: 
